,,Recensione,Esito
Yelp,506,The holster that arrived did not match the photo in the ad.,0
Yelp,507,great...no problems at all!.,1
Yelp,508,"As an earlier review noted, plug in this charger and nothing happens.",0
Yelp,509,This frog phone charm is adorable and very eye catching.,1
Yelp,510,You never know if you pushed it hard enough or the right number of times for the function you want or not.,0
Yelp,511,The sound is clear and the people I talk to on it are amazed at the quality too.,1
Yelp,512,I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.,1
Yelp,513,"very good product, well made.",1
Yelp,514,Mobile Phone Tools are a must have.,1
Yelp,515,I am very impressed with the job that Motorola did on the sturdiness of this phone.,1
Yelp,516,"I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.",1
Yelp,517,The phone is sturdy and waterproof.,1
Yelp,518,I am not impressed with this and i would not recommend this item to anyone.,0
Yelp,519,My only complaint is the standard sound volume is a little low even when turned up to 5(of 5),0
Yelp,520,Thanks again to Amazon for having the things I need for a good price!,1
Yelp,521,I ended up sliding it on the edge of my pants or back pockets instead.,1
Yelp,522,I had to go to a store and bought a new NOKIA phone which is working great.,1
Yelp,523,Works great!.,1
Yelp,524,REALLY UGLY.,0
Yelp,525,"horrible, had to switch 3 times.",0
Yelp,526,The noise shield is incrediable.,1
Yelp,527,No real improvement.,0
Yelp,528,Razr Battery - Good buy.,1
Yelp,529,Keep up the good work Amazon!!,1
Yelp,530,They refuse to refund or replace.,0
Yelp,531,Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.,0
Yelp,532,So I basically threw my money out the window for nothing.,0
Yelp,533,Great case and price!,1
Yelp,534,All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.,0
Yelp,535,"Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.",1
Yelp,536,"Small, sleek, impressive looking, practical setup with ample storage in place.",1
Yelp,537,The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.,1
Yelp,538,none of the new ones have ever quite worked properly.,0
Yelp,539,I am glad I purchased it.,1
Yelp,540,I've missed numerous calls because of this reason.,0
Yelp,541,"Perhaps my phone is defective, but people cannot hear me when I use this.",0
Yelp,542,Don't buy this product.,0
Yelp,543,"sucked, most of the stuff does not work with my phone.",0
Yelp,544,"No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.",1
Yelp,545,Worst software ever used.... If I could give this zero stars I would.,0
Yelp,546,Trying to make a call on these is an exercise in frustration.,0
Yelp,547,The case is a flimsy piece of plastic and has no front or side protection whatsoever.,0
Yelp,548,"I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.",1
Yelp,549,"I love the camera, it's really pretty good quality.",1
Yelp,550,Thank you for such great service.,1
Yelp,551,Its a total package.,1
Yelp,552,"The seller is very understanding and patient, I would definitely buy from them again.",1
Yelp,553,I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.,0
Yelp,554,It's AGGRAVATING!,0
Yelp,555,Great product for the price!.,1
Yelp,556,"I have purchased these for both family and friends, and all enjoy their clarity and ease of use",1
Yelp,557,Virgin Wireless rocks and so does this cheap little phone!,1
Yelp,558,"None of it works, just don't buy it.",0
Yelp,559,"Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",0
Yelp,560,Please dont waste your money.,0
Yelp,561,"All in all, I'm quite satisfied with this purchase.",1
Yelp,562,"If you are looking for a good quality Motorola Headset keep looking, this isn't it.",0
Yelp,563,Yet Plantronincs continues to use the same flawed charger design.,0
Yelp,564,Disapointing Results.,0
Yelp,565,Cumbersome design.,0
Yelp,566,"Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!",1
Yelp,567,Great Product.,1
Yelp,568,It's A PIECE OF CRAP!,0
Yelp,569,"My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!",0
Yelp,570,This fixes all the problems.,1
Yelp,571,Worst ever.,0
Yelp,572,I am very happy,1
Yelp,573,"I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.",1
Yelp,574,"I can barely ever hear on it and am constantly saying ""what?""",0
Yelp,575,The battery life is highly unacceptable.,0
Yelp,576,That company is a joke.,0
Yelp,577,It does everything the description said it would.,1
Yelp,578,Due to this happening on every call I was forced to stop using this headset.,0
Yelp,579,"It works great with a car charger, especially if you cannot plug in two adapters at the same time.",1
Yelp,580,"Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data.",0
Yelp,581,"Voice Quality, Signal Strength, Dropped Calls.",0
Yelp,582,"It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.",1
Yelp,583,Better than expected.,1
Yelp,584,"It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.",0
Yelp,585,Battery is holding up well.,1
Yelp,586,Also difficult to put on.I'd recommend avoiding this product.,0
Yelp,587,"I only used it two days, and it wasn't always easy to hear with.",0
Yelp,588,I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.,0
Yelp,589,Sprint - terrible customer service.,0
Yelp,590,Linked to my phone without effort.,1
Yelp,591,THey are so cool!,1
Yelp,592,Easy to use.,1
Yelp,593,Better Than New.,1
Yelp,594,"What possesed me to get this junk, I have no idea...",0
Yelp,595,Piece of trash.,0
Yelp,596,A pretty good product.,1
Yelp,597,This is a great phone!.,1
Yelp,598,"For the price on Amazon, it is an excellent product, which I would highly recommend.",1
Yelp,599,Their Research and Development division obviously knows what they're doing.,1
Yelp,600,"The real killer is the volume, and of course it breaking.",0
Yelp,601,Those phones are working just fine now.,1
Yelp,602,I am more than happy with this product.,1
Yelp,603,Poor Construction.,0
Yelp,604,This is infuriating.,0
Yelp,605,"Overall, I would recommend this phone over the new Walkman.",1
Yelp,606,Sprint charges for this service.,0
Yelp,607,"It is cheap, and it feel and look just as cheap.",0
Yelp,608,It fits my ear well and is comfortable on.,1
Yelp,609,It doesn't work in Europe or Asia.,0
Yelp,610,clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,1
Yelp,611,I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,1
Yelp,612,I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,1
Yelp,613,the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,0
Yelp,614,the charger worked for about a week and then completely stopped charging my phone.,0
Yelp,615,Poor product.,0
Yelp,616,However I needed some better instructions.,0
Yelp,617,You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.,0
Yelp,618,Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).,1
Yelp,619,"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",0
Yelp,620,DO NOT BUY DO NOT BUYIT SUCKS,0
Yelp,621,This is a great product..... sure beats using your fingers!.,1
Yelp,622,"Plus, I seriously do not believe it is worth its steep price point.",0
Yelp,623,All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.,1
Yelp,624,Very Dissapointing Performance.,0
Yelp,625,Don't make the same mistake that I did and please don't buy this phone.,0
Yelp,626,This phone might well be the worst I've ever had in any brand.,0
Yelp,627,Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,0
Yelp,628,I recommend iGo to anyone with different brand cell phones/mp3 players in the family.,1
Yelp,629,Don't bother - go to the store.,0
Yelp,630,"I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!",1
Yelp,631,I did not have any problem with this item and would order it again if needed.,1
Yelp,632,You get what you pay for I guess.,0
Yelp,633,"Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection.",1
Yelp,634,im surprised this is a good quality car charger and there's not much reviews about it.,1
Yelp,635,These are fabulous!,1
Yelp,636,"However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.",0
Yelp,637,I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.,1
Yelp,638,Disappointing accessory from a good manufacturer.,0
Yelp,639,"Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.",0
Yelp,640,Very wind-resistant.,1
Yelp,641,"Obviously they have a terrible customer service, so you get what you pay for.",0
Yelp,642,"They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.",1
Yelp,643,"I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.",0
Yelp,644,Linksys should have some way to exchange a bad phone for a refurb unit or something!,0
Yelp,645,Phone is sturdy as all nokia bar phones are.,1
Yelp,646,Great phone.,1
Yelp,647,"When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides.",0
Yelp,648,I'm pleased.,1
Yelp,649,Battery is terrible.,0
Yelp,650,I found the product to be easy to set up and use.,1
Yelp,651,The earpiece on this is too large or too heavy...it keeps falling out of my ear.,0
Yelp,652,Utter crap.. Sound quality is TERRIBLE.,0
Yelp,653,"The charger arrived within the promised timeframe, but it did not work.",0
Yelp,654,"No ear loop needed, it's tiny and the sound is great.",1
Yelp,655,"Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor.",0
Yelp,656,"The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.",1
Yelp,657,Talk about USELESS customer service.,0
Yelp,658,"It felt too light and ""tinny."".",0
Yelp,659,This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.,0
Yelp,660,I'm happy about this purchase- good quality and low price.,1
Yelp,661,I love the look and feel of Samsung flipphones.,1
Yelp,662,Its well-designed and very sharp -- the blue is a very nice color.,1
Yelp,663,Does everything it should and more.,1
Yelp,664,I could not recommend these more.,0
Yelp,665,Nice Sound.,1
Yelp,666,"Looks good in the picture, but this case was a huge disappointment!!",0
Yelp,667,Much less than the jawbone I was going to replace it with.,1
Yelp,668,Setup went very smoothly.,1
Yelp,669,its extremely slow and takes forever to do anything with it.,0
